timestamp,system_price_jpy_kwh,hokkaido_price_jpy_kwh,tohoku_price_jpy_kwh,tokyo_price_jpy_kwh,chubu_price_jpy_kwh,hokuriku_price_jpy_kwh,kansai_price_jpy_kwh,chugoku_price_jpy_kwh,shikoku_price_jpy_kwh,kyushu_price_jpy_kwh,contract_volume_kwh,sell_bid_volume_kwh,buy_bid_volume_kwh,system_price_jpy_mwh,hokkaido_price_jpy_mwh,tohoku_price_jpy_mwh,tokyo_price_jpy_mwh,chubu_price_jpy_mwh,hokuriku_price_jpy_mwh,kansai_price_jpy_mwh,chugoku_price_jpy_mwh,shikoku_price_jpy_mwh,kyushu_price_jpy_mwh
2025-04-02 03:00:00,12.83,13.94,13.94,13.94,11.54,11.54,11.54,11.54,11.54,11.54,11829250,17946350,15790000,12830.0,13940.0,13940.0,13940.0,11540.0,11540.0,11540.0,11540.0,11540.0,11540.0
2025-04-02 03:30:00,12.92,13.94,13.94,13.94,12.26,12.26,12.26,12.26,12.26,12.26,11906700,18022800,15966400,12920.0,13940.0,13940.0,13940.0,12260.0,12260.0,12260.0,12260.0,12260.0,12260.0
2025-04-02 04:00:00,12.5,13.69,13.69,13.69,12.2,12.2,12.2,12.2,12.2,12.2,12085250,18333550,16120500,12500.0,13690.0,13690.0,13690.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0
2025-04-02 04:30:00,12.96,13.93,13.93,13.93,12.26,12.26,12.26,12.26,12.26,12.26,12180650,18491150,16420950,12960.0,13930.0,13930.0,13930.0,12260.0,12260.0,12260.0,12260.0,12260.0,12260.0
2025-04-02 05:00:00,13.25,14.0,14.0,14.0,12.5,12.38,12.38,12.38,12.38,12.38,12159050,18379100,16628100,13250.0,14000.0,14000.0,14000.0,12500.0,12380.0,12380.0,12380.0,12380.0,12380.0
2025-04-02 05:30:00,13.22,14.68,14.68,14.68,12.0,12.0,12.0,12.0,12.0,12.0,12116100,18268750,16587450,13220.0,14680.0,14680.0,14680.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
2025-04-02 06:00:00,13.69,15.0,15.0,15.0,13.18,13.18,13.18,13.18,13.18,13.18,12296150,17987400,16882600,13690.0,15000.0,15000.0,15000.0,13180.0,13180.0,13180.0,13180.0,13180.0,13180.0
2025-04-02 06:30:00,13.69,16.16,16.16,16.16,12.38,12.38,12.38,12.38,12.38,12.38,12736350,18389850,17182350,13690.0,16160.0,16160.0,16160.0,12380.0,12380.0,12380.0,12380.0,12380.0,12380.0
2025-04-02 07:00:00,13.69,17.04,17.04,17.04,12.0,12.0,12.0,12.0,12.0,12.0,13283300,18699600,17395150,13690.0,17040.0,17040.0,17040.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
2025-04-02 07:30:00,13.6,18.0,18.0,18.0,10.29,10.29,10.29,10.29,10.29,10.29,13894250,18991400,17674250,13600.0,18000.0,18000.0,18000.0,10290.0,10290.0,10290.0,10290.0,10290.0,10290.0
2025-04-02 08:00:00,13.69,18.0,18.0,18.0,10.32,10.32,10.32,10.32,10.32,10.32,15435300,20831800,19328000,13690.0,18000.0,18000.0,18000.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0
2025-04-02 08:30:00,14.64,19.03,19.03,19.03,11.27,11.27,11.27,11.27,11.27,11.27,16248800,20909450,20778400,14640.0,19030.0,19030.0,19030.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0
2025-04-02 09:00:00,15.0,19.01,19.01,19.01,14.21,14.21,14.21,14.21,8.04,10.0,17118200,21234500,21821100,15000.0,19010.0,19010.0,19010.0,14210.0,14210.0,14210.0,14210.0,8039.999999999999,10000.0
2025-04-02 09:30:00,13.69,18.74,19.01,19.01,15.73,15.73,15.73,10.0,7.82,9.42,17459450,21829050,22197500,13690.0,18740.0,19010.0,19010.0,15730.0,15730.0,15730.0,10000.0,7820.0,9420.0
2025-04-02 10:00:00,12.0,14.44,18.42,18.42,13.55,13.55,13.55,8.13,5.0,8.13,17558650,22528550,22554850,12000.0,14440.0,18420.0,18420.0,13550.0,13550.0,13550.0,8130.000000000001,5000.0,8130.000000000001
2025-04-02 10:30:00,11.01,18.32,18.32,18.32,10.9,10.9,10.9,7.9,7.75,7.9,17738750,23340650,22884950,11010.0,18320.0,18320.0,18320.0,10900.0,10900.0,10900.0,7900.0,7750.0,7900.0
2025-04-02 11:00:00,10.0,18.28,18.28,18.28,9.6,9.6,9.6,7.9,7.66,7.9,17925900,24077650,22844300,10000.0,18280.0,18280.0,18280.0,9600.0,9600.0,9600.0,7900.0,7660.0,7900.0
2025-04-02 11:30:00,8.18,18.02,18.02,18.02,6.9,6.9,6.9,6.9,1.0,6.9,17999550,24608550,22609750,8180.0,18020.0,18020.0,18020.0,6900.0,6900.0,6900.0,6900.0,1000.0,6900.0
2025-04-02 12:00:00,7.53,11.28,14.38,14.38,4.69,4.69,4.69,4.69,0.01,0.01,17666550,25675300,22146600,7530.0,11280.0,14380.0,14380.0,4690.0,4690.0,4690.0,4690.0,10.0,10.0
2025-04-02 12:30:00,7.71,15.14,15.14,15.14,4.69,4.69,4.69,4.69,0.01,0.01,17458700,25459100,22480000,7710.0,15140.0,15140.0,15140.0,4690.0,4690.0,4690.0,4690.0,10.0,10.0
2025-04-02 13:00:00,8.49,18.08,18.08,18.08,8.71,8.71,8.71,8.71,0.01,1.0,17701250,24529100,23168700,8490.0,18080.0,18080.0,18080.0,8710.0,8710.0,8710.0,8710.0,10.0,1000.0
2025-04-02 13:30:00,9.07,18.13,18.13,18.13,9.0,9.0,9.0,7.0,1.0,7.0,17402400,23966150,22907150,9070.0,18130.0,18130.0,18130.0,9000.0,9000.0,9000.0,7000.0,1000.0,7000.0
2025-04-02 14:00:00,10.83,16.51,16.51,16.51,11.24,11.24,11.24,7.77,5.0,7.77,17051850,23471100,22252100,10830.0,16510.0,16510.0,16510.0,11240.0,11240.0,11240.0,7770.0,5000.0,7770.0
2025-04-02 14:30:00,10.9,15.4,15.4,15.4,11.8,11.8,11.8,7.9,7.75,7.9,16482150,22805850,21225250,10900.0,15400.0,15400.0,15400.0,11800.0,11800.0,11800.0,7900.0,7750.0,7900.0
2025-04-02 15:00:00,11.52,16.01,16.01,16.01,11.42,11.42,11.42,9.03,7.79,8.13,16215750,22058850,20342000,11520.0,16010.000000000002,16010.000000000002,16010.000000000002,11420.0,11420.0,11420.0,9030.0,7790.0,8130.000000000001
2025-04-02 15:30:00,13.48,16.96,16.96,16.96,11.5,11.5,11.5,11.5,7.78,9.0,15503950,20759150,19695600,13480.0,16960.0,16960.0,16960.0,11500.0,11500.0,11500.0,11500.0,7780.0,9000.0
2025-04-02 16:00:00,13.47,17.1,17.1,17.1,10.12,10.12,10.12,10.12,7.85,10.12,15943850,20793600,19121250,13470.0,17100.0,17100.0,17100.0,10120.0,10120.0,10120.0,10120.0,7850.0,10120.0
2025-04-02 16:30:00,13.59,17.75,17.75,17.75,10.58,10.58,10.58,10.58,7.85,10.58,15469600,19901700,18903600,13590.0,17750.0,17750.0,17750.0,10580.0,10580.0,10580.0,10580.0,7850.0,10580.0
2025-04-02 17:00:00,13.54,17.1,17.1,17.1,10.87,10.87,10.87,10.87,7.99,10.87,14697000,19496950,17996900,13540.0,17100.0,17100.0,17100.0,10870.0,10870.0,10870.0,10870.0,7990.0,10870.0
2025-04-02 17:30:00,14.53,17.44,17.44,17.44,13.69,13.69,13.69,13.69,8.89,13.69,14484450,20399500,18667700,14530.0,17440.0,17440.0,17440.0,13690.0,13690.0,13690.0,13690.0,8890.0,13690.0
2025-04-02 18:00:00,14.54,17.45,17.45,17.45,13.94,13.94,13.94,13.94,13.7,13.94,14356750,19778800,18639200,14540.0,17450.0,17450.0,17450.0,13940.0,13940.0,13940.0,13940.0,13700.0,13940.0
2025-04-02 18:30:00,15.17,17.45,17.45,17.45,14.73,14.73,14.73,14.73,14.73,14.73,14511700,19728100,19038600,15170.0,17450.0,17450.0,17450.0,14730.0,14730.0,14730.0,14730.0,14730.0,14730.0
2025-04-02 19:00:00,15.0,17.4,17.4,17.4,13.7,13.7,13.7,13.7,13.7,13.7,14323300,18826100,18775800,15000.0,17400.0,17400.0,17400.0,13700.0,13700.0,13700.0,13700.0,13700.0,13700.0
2025-04-02 19:30:00,14.74,17.29,17.29,17.29,13.13,13.13,13.13,13.13,13.13,13.13,14267550,20255100,18721550,14740.0,17290.0,17290.0,17290.0,13130.0,13130.0,13130.0,13130.0,13130.0,13130.0
2025-04-02 20:00:00,13.96,16.93,16.93,16.93,12.56,12.56,12.56,12.56,12.56,12.56,13758350,18622950,18240850,13960.0,16930.0,16930.0,16930.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0
2025-04-02 20:30:00,13.7,16.05,16.05,16.05,12.53,12.53,12.53,12.53,12.53,12.53,13518450,18493750,18052500,13700.0,16050.0,16050.0,16050.0,12530.0,12530.0,12530.0,12530.0,12530.0,12530.0
2025-04-02 21:00:00,13.69,15.52,15.52,15.52,12.51,12.51,12.51,12.51,12.51,12.51,13408350,19056800,17793800,13690.0,15520.0,15520.0,15520.0,12510.0,12510.0,12510.0,12510.0,12510.0,12510.0
2025-04-02 21:30:00,13.5,15.32,15.32,15.32,12.2,12.2,12.2,12.2,10.42,12.2,13553150,19595050,17463850,13500.0,15320.0,15320.0,15320.0,12200.0,12200.0,12200.0,12200.0,10420.0,12200.0
2025-04-02 22:00:00,13.69,15.0,15.0,15.0,13.56,12.54,12.54,12.54,12.54,12.54,13185450,19388300,17713150,13690.0,15000.0,15000.0,15000.0,13560.0,12540.0,12540.0,12540.0,12540.0,12540.0
2025-04-02 22:30:00,13.47,15.0,15.0,15.0,13.46,12.2,12.2,12.2,12.2,12.2,12885700,19285050,17201350,13470.0,15000.0,15000.0,15000.0,13460.0,12200.0,12200.0,12200.0,12200.0,12200.0
2025-04-02 23:00:00,13.47,14.85,14.85,14.85,13.43,12.0,12.0,12.0,12.0,12.0,12612350,18596250,16945300,13470.0,14850.0,14850.0,14850.0,13430.0,12000.0,12000.0,12000.0,12000.0,12000.0
2025-04-02 23:30:00,12.38,14.2,14.2,14.2,10.58,10.58,10.58,10.58,10.58,10.58,12544400,18192250,15987600,12380.0,14200.0,14200.0,14200.0,10580.0,10580.0,10580.0,10580.0,10580.0,10580.0
2025-04-03 00:00:00,13.58,16.49,16.49,16.49,13.91,10.87,10.87,10.87,10.87,10.87,12130800,15486500,16158750,13580.0,16490.0,16490.0,16490.0,13910.0,10870.0,10870.0,10870.0,10870.0,10870.0
2025-04-03 00:30:00,13.33,14.9,14.9,14.9,13.24,10.58,10.58,10.58,10.58,10.58,12021650,15936900,16166200,13330.0,14900.0,14900.0,14900.0,13240.0,10580.0,10580.0,10580.0,10580.0,10580.0
2025-04-03 01:00:00,13.22,14.35,14.35,14.35,12.78,10.29,10.29,10.29,10.29,10.29,11958000,16156250,16265950,13220.0,14350.0,14350.0,14350.0,12780.0,10290.0,10290.0,10290.0,10290.0,10290.0
2025-04-03 01:30:00,13.33,14.35,14.35,14.35,12.5,10.58,10.58,10.58,10.58,10.58,11947200,16474050,16401500,13330.0,14350.0,14350.0,14350.0,12500.0,10580.0,10580.0,10580.0,10580.0,10580.0
2025-04-03 02:00:00,13.48,14.83,14.83,14.83,12.88,11.27,11.27,11.27,11.27,11.27,11801900,16525700,16524400,13480.0,14830.0,14830.0,14830.0,12880.0,11270.0,11270.0,11270.0,11270.0,11270.0
2025-04-03 02:30:00,13.5,14.9,14.9,14.9,13.0,12.26,12.26,12.26,12.26,12.26,11853750,16536500,16470450,13500.0,14900.0,14900.0,14900.0,13000.0,12260.0,12260.0,12260.0,12260.0,12260.0
2025-04-03 03:00:00,13.48,20.96,14.64,14.64,12.38,12.38,12.38,12.38,12.38,12.38,11743000,16703100,16280100,13480.0,20960.0,14640.0,14640.0,12380.0,12380.0,12380.0,12380.0,12380.0,12380.0
2025-04-03 03:30:00,13.58,17.0,14.61,14.61,12.49,12.49,12.49,12.49,12.49,12.49,11759750,16669300,16395700,13580.0,17000.0,14610.0,14610.0,12490.0,12490.0,12490.0,12490.0,12490.0,12490.0
2025-04-03 04:00:00,13.56,15.0,14.35,14.35,12.38,12.38,12.38,12.38,12.38,12.38,11998000,16875250,16477000,13560.0,15000.0,14350.0,14350.0,12380.0,12380.0,12380.0,12380.0,12380.0,12380.0
2025-04-03 04:30:00,13.61,17.0,14.42,14.42,12.38,12.38,12.38,12.38,12.38,12.38,12079350,16840450,16761400,13610.0,17000.0,14420.0,14420.0,12380.0,12380.0,12380.0,12380.0,12380.0,12380.0
2025-04-03 05:00:00,13.72,20.08,15.16,15.16,13.28,12.5,12.5,12.5,12.5,12.5,12198350,16762400,16909000,13720.0,20080.0,15160.0,15160.0,13280.0,12500.0,12500.0,12500.0,12500.0,12500.0
2025-04-03 05:30:00,13.99,17.0,16.47,16.47,13.71,13.6,13.6,13.6,13.6,13.6,12397300,16636600,17318050,13990.0,17000.0,16470.0,16470.0,13710.0,13600.0,13600.0,13600.0,13600.0,13600.0
2025-04-03 06:00:00,14.35,17.0,17.0,17.0,13.84,13.62,13.62,13.62,13.62,13.62,12636950,16880850,17470100,14350.0,17000.0,17000.0,17000.0,13840.0,13620.0,13620.0,13620.0,13620.0,13620.0
2025-04-03 06:30:00,14.02,17.29,17.29,17.29,13.66,13.13,13.13,13.13,13.13,13.13,13138000,17770300,17660850,14020.0,17290.0,17290.0,17290.0,13660.0,13130.0,13130.0,13130.0,13130.0,13130.0
2025-04-03 07:00:00,13.62,16.92,16.92,16.92,11.0,11.0,11.0,11.0,11.0,11.0,13919300,18968500,17992200,13620.0,16920.0,16920.0,16920.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0
2025-04-03 07:30:00,13.28,18.0,18.0,18.0,8.13,8.13,8.13,8.13,8.13,8.13,14721650,20355400,18428050,13280.0,18000.0,18000.0,18000.0,8130.000000000001,8130.000000000001,8130.000000000001,8130.000000000001,8130.000000000001,8130.000000000001
2025-04-03 08:00:00,13.51,18.32,18.32,18.32,7.94,7.94,7.94,7.94,7.94,7.94,16121350,21422100,20023400,13510.0,18320.0,18320.0,18320.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0
2025-04-03 08:30:00,13.59,18.93,18.93,18.93,10.58,10.58,10.58,8.51,8.51,7.9,17155700,22420250,21482050,13590.0,18930.0,18930.0,18930.0,10580.0,10580.0,10580.0,8510.0,8510.0,7900.0
2025-04-03 09:00:00,14.35,20.42,20.42,20.42,12.04,12.04,12.04,9.03,9.03,7.9,17834300,23112550,22957050,14350.0,20420.0,20420.0,20420.0,12040.0,12040.0,12040.0,9030.0,9030.0,7900.0
